"fsm_parent_id","description","state_id","province_id","distrito_id","id","country_id","name","code","create_uid","create_date","write_uid","write_date","state_id-2","province_id-2"
"state_pe_0201","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0201","odoope_toponyms.state_pe_020112",1677,173,"Tarica","020112",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1393
"state_pe_0202","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0202","odoope_toponyms.state_pe_020201",1678,173,"Aija","020201",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1394
"state_pe_0202","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0202","odoope_toponyms.state_pe_020202",1679,173,"Coris","020202",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1394
"state_pe_0202","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0202","odoope_toponyms.state_pe_020203",1680,173,"Huacllan","020203",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1394
"state_pe_0202","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0202","odoope_toponyms.state_pe_020204",1681,173,"La Merced","020204",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1394
"state_pe_0202","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0202","odoope_toponyms.state_pe_020205",1682,173,"Succha","020205",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1394
"state_pe_0203","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0203","odoope_toponyms.state_pe_020301",1683,173,"Llamellin","020301",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1395
"state_pe_0203","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0203","odoope_toponyms.state_pe_020302",1684,173,"Aczo","020302",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1395
"state_pe_0203","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0203","odoope_toponyms.state_pe_020303",1685,173,"Chaccho","020303",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1395
"state_pe_0203","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0203","odoope_toponyms.state_pe_020304",1686,173,"Chingas","020304",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1395
"state_pe_0203","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0203","odoope_toponyms.state_pe_020305",1687,173,"Mirgas","020305",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1395
"state_pe_0203","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0203","odoope_toponyms.state_pe_020306",1688,173,"San Juan de Rontoy","020306",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1395
"state_pe_0204","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0204","odoope_toponyms.state_pe_020401",1689,173,"Chacas","020401",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1396
"state_pe_0204","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0204","odoope_toponyms.state_pe_020402",1690,173,"Acochaca","020402",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1396
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020501",1691,173,"Chiquian","020501",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020502",1692,173,"Abelardo Pardo Lezameta","020502",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020503",1693,173,"Antonio Raymondi","020503",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020504",1694,173,"Aquia","020504",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020505",1695,173,"Cajacay","020505",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020506",1696,173,"Canis","020506",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020507",1697,173,"Colquioc","020507",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020508",1698,173,"Huallanca","020508",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020509",1699,173,"Huasta","020509",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020510",1700,173,"Huayllacayan","020510",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020511",1701,173,"La Primavera","020511",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020512",1702,173,"Mangas","020512",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020513",1703,173,"Pacllon","020513",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020514",1704,173,"San Miguel de Corpanqui","020514",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0205","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0205","odoope_toponyms.state_pe_020515",1705,173,"Ticllos","020515",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1397
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020601",1706,173,"Carhuaz","020601",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020602",1707,173,"Acopampa","020602",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020603",1708,173,"Amashca","020603",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020604",1709,173,"Anta","020604",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020605",1710,173,"Ataquero","020605",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020606",1711,173,"Marcara","020606",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020607",1712,173,"Pariahuanca","020607",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020608",1713,173,"San Miguel de Aco","020608",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020609",1714,173,"Shilla","020609",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020610",1715,173,"Tinco","020610",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0206","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0206","odoope_toponyms.state_pe_020611",1716,173,"Yungar","020611",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1398
"state_pe_0207","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0207","odoope_toponyms.state_pe_020701",1717,173,"San Luis","020701",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1399
"state_pe_0207","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0207","odoope_toponyms.state_pe_020702",1718,173,"San Nicolás","020702",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1399
"state_pe_0207","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0207","odoope_toponyms.state_pe_020703",1719,173,"Yauya","020703",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1399
"state_pe_0208","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0208","odoope_toponyms.state_pe_020801",1720,173,"Casma","020801",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1400
"state_pe_0208","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0208","odoope_toponyms.state_pe_020802",1721,173,"Buena Vista Alta","020802",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1400
"state_pe_0208","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0208","odoope_toponyms.state_pe_020803",1722,173,"Comandante Noel","020803",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1400
"state_pe_0208","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0208","odoope_toponyms.state_pe_020804",1723,173,"Yautan","020804",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1400
"state_pe_0209","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0209","odoope_toponyms.state_pe_020901",1724,173,"Corongo","020901",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1401
"state_pe_0209","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0209","odoope_toponyms.state_pe_020902",1725,173,"Aco","020902",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1401
"state_pe_0209","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0209","odoope_toponyms.state_pe_020903",1726,173,"Bambas","020903",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1401
"state_pe_0209","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0209","odoope_toponyms.state_pe_020904",1727,173,"Cusca","020904",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1401
"state_pe_0209","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0209","odoope_toponyms.state_pe_020905",1728,173,"La Pampa","020905",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1401
"state_pe_0209","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0209","odoope_toponyms.state_pe_020906",1729,173,"Yanac","020906",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1401
"state_pe_0209","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0209","odoope_toponyms.state_pe_020907",1730,173,"Yupan","020907",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1401
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021001",1731,173,"Huari","021001",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021002",1732,173,"Anra","021002",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021003",1733,173,"Cajay","021003",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021004",1734,173,"Chavin de Huantar","021004",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021005",1735,173,"Huacachi","021005",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021006",1736,173,"Huacchis","021006",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021007",1737,173,"Huachis","021007",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021008",1738,173,"Huantar","021008",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021009",1739,173,"Masin","021009",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021010",1740,173,"Paucas","021010",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021011",1741,173,"Ponto","021011",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021012",1742,173,"Rahuapampa","021012",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021013",1743,173,"Rapayan","021013",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021014",1744,173,"San Marcos","021014",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021015",1745,173,"San Pedro de Chana","021015",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0210","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0210","odoope_toponyms.state_pe_021016",1746,173,"Uco","021016",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1402
"state_pe_0211","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0211","odoope_toponyms.state_pe_021101",1747,173,"Huarmey","021101",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1403
"state_pe_0211","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0211","odoope_toponyms.state_pe_021102",1748,173,"Cochapeti","021102",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1403
"state_pe_0211","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0211","odoope_toponyms.state_pe_021103",1749,173,"Culebras","021103",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1403
"state_pe_0211","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0211","odoope_toponyms.state_pe_021104",1750,173,"Huayan","021104",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1403
"state_pe_0211","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0211","odoope_toponyms.state_pe_021105",1751,173,"Malvas","021105",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1403
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021201",1752,173,"Caraz","021201",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021202",1753,173,"Huallanca","021202",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021203",1754,173,"Huata","021203",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021204",1755,173,"Huaylas","021204",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021205",1756,173,"Mato","021205",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021206",1757,173,"Pamparomas","021206",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021207",1758,173,"Pueblo Libre","021207",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021208",1759,173,"Santa Cruz","021208",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021209",1760,173,"Santo Toribio","021209",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0212","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0212","odoope_toponyms.state_pe_021210",1761,173,"Yuracmarca","021210",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1404
"state_pe_0213","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0213","odoope_toponyms.state_pe_021301",1762,173,"Piscobamba","021301",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1405
"state_pe_0213","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0213","odoope_toponyms.state_pe_021302",1763,173,"Casca","021302",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1405
"state_pe_0213","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0213","odoope_toponyms.state_pe_021303",1764,173,"Eleazar Guzmán Barron","021303",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1405
"state_pe_0213","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0213","odoope_toponyms.state_pe_021304",1765,173,"Fidel Olivas Escudero","021304",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1405
"state_pe_0213","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0213","odoope_toponyms.state_pe_021305",1766,173,"Llama","021305",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1405
"state_pe_0213","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0213","odoope_toponyms.state_pe_021306",1767,173,"Llumpa","021306",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1405
"state_pe_0213","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0213","odoope_toponyms.state_pe_021307",1768,173,"Lucma","021307",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1405
"state_pe_0213","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0213","odoope_toponyms.state_pe_021308",1769,173,"Musga","021308",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1405
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021401",1770,173,"Ocros","021401",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021402",1771,173,"Acas","021402",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021403",1772,173,"Cajamarquilla","021403",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021404",1773,173,"Carhuapampa","021404",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021405",1774,173,"Cochas","021405",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021406",1775,173,"Congas","021406",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021407",1776,173,"Llipa","021407",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021408",1777,173,"San Cristóbal de Rajan","021408",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021409",1778,173,"San Pedro","021409",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0214","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0214","odoope_toponyms.state_pe_021410",1779,173,"Santiago de Chilcas","021410",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1406
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021501",1780,173,"Cabana","021501",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021502",1781,173,"Bolognesi","021502",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021503",1782,173,"Conchucos","021503",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021504",1783,173,"Huacaschuque","021504",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021505",1784,173,"Huandoval","021505",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021506",1785,173,"Lacabamba","021506",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021507",1786,173,"Llapo","021507",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021508",1787,173,"Pallasca","021508",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021509",1788,173,"Pampas","021509",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021510",1789,173,"Santa Rosa","021510",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0215","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0215","odoope_toponyms.state_pe_021511",1790,173,"Tauca","021511",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1407
"state_pe_0216","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0216","odoope_toponyms.state_pe_021601",1791,173,"Pomabamba","021601",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1408
"state_pe_0216","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0216","odoope_toponyms.state_pe_021602",1792,173,"Huayllan","021602",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1408
"state_pe_0216","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0216","odoope_toponyms.state_pe_021603",1793,173,"Parobamba","021603",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1408
"state_pe_0216","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0216","odoope_toponyms.state_pe_021604",1794,173,"Quinuabamba","021604",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1408
"state_pe_0217","Distrito","base.state_pe_02","odoope_toponyms.state_pe_0217","odoope_toponyms.state_pe_021701",1795,173,"Recuay","021701",1,"2022-02-14 17:25:58.79839",1,"2022-02-14 17:25:58.79839",1147,1409
